Username,Published At,Likes,Replies,Comment
@louiserieper15,04/11/2021 09:19,1,0,This reporter is FEARLESS! FEARLESS! May God bless you abundantly!
@sharoneastwood.1025,02/11/2021 13:18,0,0,I don't understand that these women know this and still leave their beatiful Children 😠 on the streets so some devil's can steal them . Keep them wrapped around you at all times ladies and NEVER ever leave your children alone even on the toilet in a place like that you should never leave your baby alone.
@angytingz,02/11/2021 04:37,0,0,"Where are the fathers, tf"
@vivgrogen805,01/11/2021 23:54,0,0,I don't get it Homeless baby's n mums why ??? This is 2021 I see charity's for camps that do operations for clep lips cataract s but nothing to track n save baby's r set up shelters fir woman and kids.....struggling to belive  this is a problem as it is profitable 📈  for 2many ppl..
@vivgrogen805,01/11/2021 23:51,0,0,OK rob baby's is sick but 1 simple thing is so fucked up easy chip the fucking kids at birth  and follow this kids I mean if they put a chip deep into the Childs  abdomen suprley they can xum up with a safe 1 that can rest I'm child..and simple  follow  this GPS
@tharaabdulkader9734,01/11/2021 09:19,1,0,At least I expected to see the traffickers arrested. I watched the video till the end and I was very disappointed. My heart goes out to the desperate mothers.
@joshuamaingi9491,31/10/2021 04:49,1,0,"This is sad,i wasnt able to watch after 10 minutes hawa watumishi kwa wote hua wajinga sana, im sure they were not arresteed kazi ni kushika watu kwa bar na bila mask nkt.this is disgusting."
@chocolatequeen5953,31/10/2021 02:55,0,0,"What stand have you all taken ? None  because you all haven’t stop nothing ! Your video was enough evidence for law Enforcement , to shut down the clinic ,that you all bought awareness to , and arrested the 2 women , who are running it ! The  man at the hospital was never arrested ,he’s still in business even though , you all had enough evidence to have him arrested so  really what have you and your team done ? Not a damn thing ! I though you all was going to turn the tape over to the police ,there was enough evidence for all those people in your video to be arrested !The reason why the lady didn’t show up with the baby because the dirty undercover police are working with her and tip her off ! 😡"
@chocolatequeen5953,31/10/2021 02:18,0,0,The men for those children are just disgusting worthless trash because they are supposed to stand with those women to protect their children ! 😡
@chocolatequeen5953,31/10/2021 02:06,0,0,"That is a serious issue but unless the government address the problem it will  not stop because those women doesn’t have the power are resources to protect their children ! Where are the men that got those women pregnant ! The government need to build a shelter System,for those women ,it would be bette to give them a one room in a shelter system , rather than them sleeping on the street ! That is so painful ! 🥲"
@theoryofpersonality1420,26/10/2021 05:08,1,0,"In America we call it an adoption fee. 
Generally, for families adopting a baby through a private agency, the average cost of adoption in the U.S. is somewhere between $60,000-$70,000. While costs may vary on an individual basis, families typically spend in this range on the adoption process."
@ericab936,25/10/2021 23:30,2,0,How is Fred not arrested. Why is he still working with babies. What is going on. I thought once they did the undercover sting the police would’ve arrested him. That sad
@ericab936,25/10/2021 23:13,0,0,They should’ve never let her out their sight. She should’ve been followed and arrested when they found out that she was a baby stealer. The police need training.
@brendad7582,25/10/2021 04:36,0,0,"Why don’t they have a safe place for mom’s and their children to stay and be safe.  
Why didn’t he get arrested? These people should be arrested, you have them on video, they should be in prison."
@brendad7582,25/10/2021 04:28,0,0,"GOD sees all these people taking all these children and they will all answer for it. And all the people who get these children and hurt them, they will pay for it. Hell is real and thats where these monsters are going. We all need to protect the children."
@criessmiles3620,24/10/2021 21:38,0,0,"Where is the police ?
Cheers from west Africa 
🦅"
@criessmiles3620,24/10/2021 20:55,0,0,"Fathers matter 
Cheers from west Africa 
🦅"
@KLNewWorld,24/10/2021 13:13,0,0,Abuse of any drug can make you do anything. That's what lead people to do these kinds of atrocities.
@KLNewWorld,24/10/2021 13:03,0,0,Only in Africa
@MonDieuMaCauseMonEpee,24/10/2021 11:20,0,0,Death penalty for all baby stealers.
@CytherX,24/10/2021 01:15,0,0,"Many rich people, kidnap children, to get them drunk and have sex with them, they often torture them and once they release a hormone that only comes after extreme torture, they then drink the blood. These people will answer to the Lord Jesus Christ very soon as he is on his way back, I pray they repent, turn from their sin and turn back to the God of Israel and find forgiveness from the Lord and follow him, because their eternity depends on it and God will forgive them and give them a new life if they change their minds on sin and live righteously and live for Christ as their King and Lord and obey his commandments"
@willgridahmahiaini,22/10/2021 15:23,0,0,Did any of these people face the 30 years in prison that's being touted here? Anita was tipped by the cops.
@tlfortynine,21/10/2021 16:53,0,0,oh god
@akianaaki4209,20/10/2021 20:26,0,0,"They can’t fight with this and there won’t be justice until Kenya has their system fixed. The police there aren’t police ,the country is without protective justice system without laws what are working. Police itself are involved and corrupted so nobody really cares."
@jennifer2391,20/10/2021 16:53,20,0,How can someone feel so entitled that they would snatch another woman's child from them without any ounce of guilt or remorse. This is heartbreaking. I could not imagine their pain and sadness over losing their children. 😥
@rayanamohamed4842,19/10/2021 08:47,0,0,Mbona Kuna Wanawake Wengine Wanatupa watoto wao kiunyama! Why Don't you deal with those ladies! Stop stealing those needs there babes belong! Stop🛑
@giddionblockkent.3559,18/10/2021 02:13,0,0,Why are they not arrested 😤
@ranjanbiswas3233,17/10/2021 14:01,0,0,"Those who are optimist about the world, well open your eyes. The world is fucked. It will NEVER heal."
@argutanewyork3722,16/10/2021 20:40,1,0,Unbelievable! Why this criminals not arrested !?
@annmccurdy4401,16/10/2021 19:02,0,0,Why do ppl vote in these countries  why cant the government  build low income board houses  for those street ppl?umm very sad.
@OFFICIALXZV,16/10/2021 05:28,8,0,MAY JUSTICE BE SERVED & MAY THOSE CHILDREN BE SAVED & RETURNED!!!!
@l.k85,14/10/2021 02:04,0,0,"This is wrong on all leaves Africa.... 
Take a stand ...."
@Isabelle-js3ln,13/10/2021 23:11,1,0,That sweet little girl was just sold in front of us...I’m so shocked
@truthseeker3536,13/10/2021 21:34,0,0,Freemasons (satanists) and tares (serpent seed) are behind child trafficking. They use them in satanic rituals. Often abusing and even killing and eating them.
@Kiemixo,13/10/2021 17:27,0,0,"I'm sorry 😔
I don't understand though why have children if living in poverty and risk of this happening?"
@almalyncabansag4442,13/10/2021 04:46,1,0,"Heartless truly heartless 
To those who are involved
😭😭😭"
@chrisblake5008,12/10/2021 21:39,0,2,"Well according to the US Justice system, these vulnerable women should be safe now, since R Kelly was prosecuted."
@chrisblake5008,12/10/2021 21:34,0,0,3:22 25k what?????????
@chrisblake5008,12/10/2021 14:27,0,0,BBC told the journalist to find the cutest African baby possible 😂😂
@jj-os7bs,11/10/2021 18:10,1,0,10:02 what a heartless B****
@TheMcKenzieHaus,11/10/2021 18:07,0,0,If you already got mommas willing to sell their babies - why do you have to snatch babies from the homeless? What’s the point of the kidnapping?
@Del107,11/10/2021 16:53,0,0,😰😭😢🥺
@sammac92,11/10/2021 16:36,9,0,i cant even imagine what these poor babies go through after being stolen :'(
@bulevartz,11/10/2021 14:40,1,0,"45k is equal ~ 400 US dollars, wow this really hit me, dogs in EU are more expensive. No partent should lose a child this way. So sad :("
@marysmith9640,10/10/2021 21:50,0,0,What is wrong with people?!
@kyliewaiomio6816,09/10/2021 08:13,1,0,for this show a baby lost its true identity and safety GOOD ONE BBC ya chumps
@tronixfix,09/10/2021 05:09,0,0,I’ve seen whatsapp status videos here where they caught a women that stole a baby… they removed all her clothes and like 50 guys where standing around her kicking her. Reports say they killed her after and burned her.
@spoton8660,09/10/2021 05:00,0,0,"So terribly disappointed in this exploitative reporting. Why the journalist did not take the baby they know was stolen from his  mother. One person distracts while the other gets the baby, you could have saved that child, but you wanted a story instead."
@Violet_Lotus_,08/10/2021 13:30,7,1,"This is just too heart-wrenching to watch from beginning to end! What kind of world do we live in?? And who is getting these babies for their nefarious and evil purposes?? It's all too awful. 
If you really want to understand the problem, look at how these thieves and brokers became so economically desperate in the first place. It's not a pretty story and everyone in the 1st world has a hand in it."
@luulsaha1410,08/10/2021 11:49,1,0,"Its heart broken, who is making all of these are womem 😭 do they not feel the pain as a women"
@angelammudzingwa1032,08/10/2021 03:36,1,0,😭😭😭. May God have mercy on you 🙏🏻. Why do you get stoned heart 😭😭😭
@rozina3257,07/10/2021 18:14,0,0,"You guys had a great opportunity to capture Anita and save the baby , how can you let such a criminal individual go free ? she was already supposed to be changed for having someone's babay , it is heartbreaking! Or else you shouldn't show us the baby and Anita's story , very sad"
@Ms.Francis,06/10/2021 19:33,2,1,Will they not be  held accountable? Surely this video is evidence
@robinswebmail,06/10/2021 13:18,0,0,"It's absolutely horrifying that these poor women are having their babies stolen from them! That said, there must not only be a way to prosecute these baby stealers, but there also needs to be a way to prevent these homeless women from having more children. Otherwise this will only continue, and being homeless is no way for these innocent children to be raised. It's very sad all the way around. God help this situation and protect these little children!"
@englishwithmsareej,06/10/2021 01:17,2,1,Where the hell is the police? Did she report this to the police? Where on earth are they?!
@tojuolape,04/10/2021 19:47,1,0,Microchipping maybe a safety option
@devinagrace1999,03/10/2021 04:46,0,0,Kenyan's are'nt the ones paying for these babies.
@christinealessandrini4280,02/10/2021 13:54,0,0,"The police and the state is involved of course. Too much money . And also, what is not said here, is the biggest % of byers comes from Europe and the USA from very wealthy people that are using sacrifices like fetishe activity. Too dangerous to stand against those criminals. The journalist shouldn't show the face or the voice of the people talking, their life is in danger ! theu are probably dead by now. this world is much more darker than described here. Those kids can serve for years in the human sex trafficking, then around 7 or 16 if they survived they are killed cause they are useless and broken and they serve in a sacrifice where they gather their organs. Nothing is lost. All for the money and the sick fetiches of the elite. THAT has not been said."
@vincenttan6303,02/10/2021 08:47,0,0,why traffic baby?
@gmiller2842,01/10/2021 18:52,0,0,"I will never understand how another women, would do those hateful, deceiving things to another woman. How do they sleep at nights, knowing what they did? They should be tied up to a tree and beaten.  I will break through the gates of hèll to get my child back. I was in Walmart with my daughter and this lady walks up to me and started asking me questions about her. She said I should let her take my baby to Africa to see where her roots are. First of all, you're a stranger to me in Walmart asking me to let you take my child. I was ready to protect my child and ready to put her in the grãve. You think I'm really going to give you my blessing, so you can do whatever with her. People are freaking evil, protect your kids."
@jancheema6776,30/09/2021 05:50,0,0,"Eye-opener... The Selling of our people- a branch of SLAVERY. Low vibes.  Thank you for upload. Human commodity for children, Organ Harvesting, Sex & the design to un-seat MANKIND'S MORALITY... to live free and safe, living in Harmony, building family... GLOBALLY. 

This situation is all over the world, it just look different and must stop. Advocating, All lives matter- young- old - the Earth and possibilities of living with good intentions. We should not be preyed upon.  To be poor is a crime... especially morally & emotionally.  Poverty and Matrix designs to stagnant mindset voided of integrity and sanctuary and by hopelessly choosing  instant gratitude, increases the acts of unwise choices, distances the heart. 🌿 What I  see, is in all circumstances, humanity is at is reckless power hungry- false living, high point again, bankrupted MORALITY is the demonstration, Revolution is LIVE as  in open war with its brethren. Where low levels conditioning wing of dis-Ease that whispers and withdraws,  impressing one to Sell a SOUL... Must be desperate to carry away  stolen seed or cut out the right kidney to induct same into an un-natural reality... Truly, we live in a space of uncertainty... Oh Lordy.

Sold to the highest bidder. Stealing the capability of living reproductively wholesomely without you eyeing me before the idea of what's in my belly and missing un-beknowst to me that was taken while sleeping and dreaming of baby- equal- 3.  🌿  We all must become aware of environments, trends and what governing leaders have to say and act upon... Stolen Lives. 

I am pleased that I LEARNED  more of what is happening in the world by viewing this relevant  investigative project. 🏅🎯Also, I learned how there were appropriately, some arrest that resulted from this evidence-based reporting. More so, very educational for many. I will share with my family. 😏 Hey, and also... Teaching how to survive and escape... Kidnapping, nor to NOT  drink the Kool-aid and how to bite thru tape. lol. 4real.

Many USA African children are taken everyday and depending your caste or color, makes a difference in how and if one's situation is given proper care to locate or solve missing person cases. All over the world it happens. May we protect ALL children & Humanity for MORALITY & GOODNESS sake. 🏋🏽‍♀️🥊Thus, people are becoming more  aware of and fight the existent war on the darkness of selling one's soul and by them destroying others as collateral damage, just to make an $$ income. By educating other life giving  choices -- not stealing to sustain one's means of living. Ultimately, I can see the ugly of why & how people violate others, don't care and wonder how anyone can rest at night.

Unfortunately, the documentary's content has bn going on very long time. Stealing & Selling Children.  Just Terrible! Body  snatching from above--underground installation, a village, the City or from the sea &  sky, has been  disturbingly more active these days. Victims are told they must crazy or go away or be killed should,  how did  pain & 111 stitches overnight unbeknownst, don't heal or life long anxiety of a missing child, traumatically is endured. Pure Torture. The Most High knows all. 🌿I enjoyed watching film AND  am becoming more aware of how HUMAN Trafficking is indeed... Present and regionally different, in all its tragedy.  

🌿 May safety, security, the recovery of love ones be had and the stopping of Human trafficking become enforced and, the norm in Divine value of Life, be not based on a damn dollar...  Not be selling a man, a series cocktail shot to stop one's clock,  nor  rape anyone's ESSENCE OF BEING by  Mind/Time Bending CTRL fuXkery and corrupted leadership. Ameen.🌿 Dangerous times of lies a few folks live by, ... Hopefully, 🤗people are inclined to make room for the good, become aware and Care.  🌿  Reach back & Teach. BREACH NOT LIFE. ♥️🌿🏋🏽‍♀️ Nj-usa"
@TheMb2114,30/09/2021 05:09,0,0,Wack....what's the point!!!???
@zaynab692,29/09/2021 21:18,7,1,"So so sad, may Allah protect these innocent children and return them to their mothers."
@tenesha8124,28/09/2021 19:17,0,0,As if no good came of this film!!
@Dreamlink91,28/09/2021 11:06,0,0,Why the fuck would someone steal a child? Do you have nothing better to do holy shit...
@angrycannibal6625,27/09/2021 23:56,0,0,So being poor and homeless isn’t punishment enough?
@nadialove2048,27/09/2021 20:09,1,0,Unbelievably stupid! No arrest so what was the damn purpose?
@therealkoolaidandkale,27/09/2021 02:38,0,0,That baby I'm the thumbnail is friggin ADORABLE. 😩
@nabbel9268,26/09/2021 19:53,0,0,"I wanna be the very best
Like no one ever was..."
@cosmicgal2323,26/09/2021 05:02,0,0,I cry with u mothers...
@christalstar9674,25/09/2021 04:14,1,0,So y'all just made her sell the baby anyway??? O my word
@ookipuki,24/09/2021 16:36,0,0,"YOU CAN  STEAL BABIES AND DO WHO KNOWS WHAT , BUT NOT JUST GIVE THE HOMELESS MOTHER AND HER BABY A HOME? WTF are you doing with those kids¿"
@syritasdoneitgoodytwoshoes2471,24/09/2021 00:34,0,0,i cant bare to watch this...
@syritasdoneitgoodytwoshoes2471,24/09/2021 00:04,0,0,heartbreaking - i would love to have one and give it the best life i could
@gracemaurass8237,23/09/2021 22:41,0,0,Why do y’all have a story where y’all could have taken that baby? Y’all are sick
@angelaberni8873,23/09/2021 19:50,0,0,WTF. The police should have been there to IMMEDIATELY arrested this rotten bunch. I'm more than SHOCKED at Seeing that this video didn't conclude with arrests. So what did you expect from showing us this? Many likes? Shame on you all who participated in this video !!!!
@msluvbug13,23/09/2021 09:49,0,0,"I believe if they don’t ask as many questions then the sellers wouldn’t be so on edge. Maybe have an undercover employee or someone who wants to be shown the ropes and record the conversation then hire an undercover buyer that asks little questions only questions about health, gender, features, and weight. After that they’ll feel comfortable to sell."
@janeking118,23/09/2021 06:01,64,0,"After watching this,I'm devastated and heartbroken for the kids and their mothers.Disappointed,after all the hard work the police didn't save the day,at least by shining a light in this subject,other nations can see the devastation and hopefully help out,or those desperate for a child refuse anything but fully legal adoptions."
@diaryofseresha,22/09/2021 21:31,3,0,</3 heartbreaking 😢😢😢 that poor baby
@ohwell7344,22/09/2021 17:33,0,0,WHAT IS THE POINT OF THIS IF YOU STILL DID NOTHING ABOUT IT BUT JUST ACTED LIKE YOU WERE CRYING FOR THE HURT MOTHERS??!  YOU DID NOT EVEN BOTHER TO GET THE PEOPLE ARRESTED
@ohwell7344,22/09/2021 17:23,0,0,You guys are responsible if they find out who the lady is because you did not mask her voice too. ....
@GabeeLucky,22/09/2021 13:44,0,0,I feel like many western white couples also partake in this illegal human trafficking.
@lua2496,22/09/2021 10:02,1,0,"This investigation isn’t good enough, you let them still get away with their criminal acts., how heartbreaking. You should’ve approached them with an arrest warrant. May God punish these evil criminal"
@dwelanesepelle6842,21/09/2021 22:42,1,0,Using someone’s child for money and sacrifice that’s heart breaking .Money is for sure the Ruth of all evilness.
@Highland_Moo,21/09/2021 20:36,0,0,Hard to believe it’s 2021 when you see the state of Africa.
@GirlsRuleTheWorld2023,20/09/2021 04:46,0,0,A hotel needs built to house Moms with their children and get them off the street. Why hasn’t anyone created a Go Fund Me?
@mkay831,19/09/2021 13:00,1,0,"These kids are so cute I feel so bad that these kids could be taken and some kids that have been taken were born the same time I was it’s so crazy and scary how the mothers or fathers feel. I hope that these kids that hav been taken are ok and happy in a new family yet, I hope they find their real parents"
@maclynn3465,18/09/2021 08:24,2,0,"We give credit to journalists who have done a great work to expose the dirty deals, it's upon our governments to act."
@yalarosae,17/09/2021 20:06,99,5,"45k shillings is only 408 usd. 408 dollars to buy a whole entire human being. Designer bred dogs cost more than that. I'm disgusted. There is no punishment that should be spared for these people like Anita and others involved, from the bottom to the top. Jail is too good for them.

Also, funny that the officer was so concerned about Covid and didn't even know something much more nefarious was going on."
@karamelpuddingmakaroni2991,17/09/2021 19:11,1,0,"Again why isnt this evidence enought to put that guy in hospital behind bars? Why do they need him to talk about it or admit it, when they have shown his crime?"
@shhh...2499,17/09/2021 17:37,1,0,imagine stealing somebody else's CHILDD?!! this world is sick and CREUL  😓
@NailBedzNSereneDreamz,16/09/2021 16:43,1,0,Why is are they not in jail!!!??????!!???
@elerike,16/09/2021 15:38,0,0,You should contact to the Police instead of contacting the criminals who just shrugged the allegations off
@saveournsrey2018,15/09/2021 21:44,0,0,They got all this recording of Anita and the baby… all the evidences of the deal ..yet they let her go.
@tiffany8560,15/09/2021 01:13,5,0,I had no idea this was a huge thing happening there. How can I help? I am 34 weeks pregnant with my 3rd boy and I couldn't imagine. To these mothers suffering I am sorry we see you we are with you. This has to stop
@saggiteightyfour8367,13/09/2021 17:55,0,0,"Just because Anita is a stoner does not mean she is a professional babystealer. She knew cops were involved and made a quick getaway. Functional addict.

And nice earrings worn by the main interviewer."
@valu1827,13/09/2021 03:51,0,0,I hope they took all this evidence to the police.
@rechoice9010,13/09/2021 01:29,0,0,Could have least disguised the informants voice.
@leadorchard2395,11/09/2021 16:33,0,0,These documentaries are quite fiction. The circumstances may be non fiction but these documentaries are a subscriber/view trend.
@BrendaSwagg,11/09/2021 06:15,0,0,Omg that poor woman crying about her child being stolen while she slept fuck that got me i hope that child is alive and living a fine life even though he should have not been taken away
@destineeclow4533,11/09/2021 04:24,0,0,"I don’t understand you guys really confronted him???????? And not had
The cops arrest this man??????? Like I don’t get this so confronting him was good enough for you instead of you having it on camera him getting arrested???? This is part of the problem. You rather record you confronting him but not getting this man put to justice….this is beyond sick I’m sorry it’s just sick"
@destineeclow4533,11/09/2021 04:09,0,0,"So after all this evidence they don’t go after or arrest the women or this man????? Instead you make a documentary instead of taking action why didn’t they have the informant get around the Anita women again to arrest her??? Like I’m just confused, hurt & lost in this documentary I guess it’s great to bring awareness but what I am not okay with is just sitting around with these people who are really in this child trafficking and don’t make any arrest…..speechless"
@tammymakin2492,10/09/2021 22:16,0,0,"Why would a reporter conftont fred,giveing him much warning ,hes being watched ,and get more deviete in his horrendous acts of selling vunrable babys"
@tammymakin2492,10/09/2021 22:14,0,0,"Why did police not arrest fred,why reporters confront hin"
@tammymakin2492,10/09/2021 21:24,1,0,"I cant bare to watch this,most saddest thing ever ,whete do they go ,omg save the children"
@Mamamangolina,09/09/2021 18:26,0,0,"Ummm that is so lazy smh… no one checking on the children to see if they reach the orphanage? Wow so lazy, and unorganized 😡 all these people are definitely going to hell if not jail lol"
@Nice-qi5cf,09/09/2021 17:16,1,0,"Let's not forget, that some Relatives SELL the babies."
@mice452,09/09/2021 12:46,1,0,"Sick! Mothers should be open to adoption if they want, not have their child stolen. This is just sick and heartbreaking. People who adopt these children maybe don't even know their newborn love was stolen. They also don't want this."
@mayham187,08/09/2021 20:35,0,0,"So no one took that evidence to ur government officials...u can't just watch ppl do this n turn the other cheek...nothing will never get done if u don't have brave ppl who would say this must stop now!! Some of the children might be alive, dead, raped, tortured or sacrificed...stop allowing demons prevail...be that warrior of God"
@comfycomfy6469,08/09/2021 17:44,0,0,"Excellent documentary, thank you."
@d-meth,08/09/2021 01:09,0,0,Maybe stop having babies you can't afford?
@y_santi,07/09/2021 05:37,1,0,"As a mother of a toddler and baby boy, I cannot ever imagine losing them and the pain that these poor mothers are going through. I cannot help but cry as i see these mothers crying. Children are such a precious gift and a blessing. 
I hope that everyone who has caused harm to not only the mothers but especially the children die a painful death. They do not deserve to breath or walk on this earth. I hope that they all rot in hell for taking and selling innocent children"
@truthseeker2314,07/09/2021 00:54,0,0,"A life for money, The devil is here'"
@azaaqt,06/09/2021 20:44,0,0,"Child trafficking , hospitals , doctors , and In America CPS , are all working this same agenda !! This is despicable. So sad. So sad !!! Why are some these women in the mental , emotional and physical/financial conditions or mindset to agree to this ? World wake up !!!! This can’t be humanity ...this is ....hell"
@tamikasamuels1636,06/09/2021 15:49,0,0,This is heartbreaking.
@sunjewel9064,06/09/2021 12:38,0,0,So many sheltered people on here acting as if this is unique to African countries. It’s literally everywhere. No one wants to admit it because they don’t want their own lives and lifestyles affected. Human beings are evil.
@CapricornQueen80,06/09/2021 02:53,1,0,How is this not enough to imprison these criminals?  I’m furious
@Bonnie-lo3zh,05/09/2021 14:35,1,0,I hope for all of these mothers and children to heal fully one day 💗
@Jujubean9795,05/09/2021 03:31,1,0,The women at the clinic are fully aware and consenting. The babies from the hospital were also ‘abandoned’ to a foster home. I find it hard to believe someone will pay $3k for a baby just to sacrifice it.
@ameliesorensen4701,05/09/2021 00:37,0,0,The office where Fred and Rose meet is the Dco’s office in Kayole. Right next to Mama Lucy. They are all in on it. God help us and those poor precious children.
@mauriceosullivan6832,04/09/2021 21:51,0,0,Mary's the real witch.
@jamesleger3670,04/09/2021 00:42,2,0,So sad 😔 !!!
@sajansingh361,03/09/2021 08:33,1,0,its really sad isnt it
@Katb44,02/09/2021 08:29,0,0,"I just dont get it,,,,,,,,,,,,,,,,,,,,"
@aaronroach1333,02/09/2021 07:03,0,0,15:00 in horribly sad story 😢.. but seriously first child stolen 9 years ago while she was homeless.. and than continues to have like a ton of kids of every age with her now.. like wtf she just been popping out kids as much as possible all while being homeless still 😒 WTF honestly WTF so sad can't imagine what kind of life leads you make such decisions
@Alice77550,02/09/2021 04:31,0,0,"Anita disappeared & Fred wasn’t reported to the police, financially gained from this & free to commit more crimes. The issue could have been covered by simply talking to mothers who’d had babies stolen. Who paid that money, the BBC license fee payers?"
@zuramuthami7213,01/09/2021 16:01,1,0,This thing is still going on and NOTHING AND I MEAN NOTHING IN SO MUCH PAIN is being done about it.
@cyria777,01/09/2021 15:00,0,0,So all this investigation and no arrests so whats the point?
@favourmwape4053,01/09/2021 09:39,1,1,"I just want to know one thing, do they actually arrest these people after investigations?"
@differentbreedoffemale5059,31/08/2021 09:23,0,0,She gave him to me &! I left with it omg 🥺!
@differentbreedoffemale5059,31/08/2021 09:19,0,0,Why are they sleeping with these sorry ass Men & making Babies 😞!? SO SAD!
@GeeLove,31/08/2021 04:36,0,0,I think it may be for body parts.
@kathleenwong3119,30/08/2021 21:10,0,0,Can someone elaborate on 'child sacrifice' in this day and age wtf are they sacrificing children for?
@carmenmorton8647,30/08/2021 18:55,1,0,There is enough evidence but no arrests. Wow wtf
@chevon1920,29/08/2021 18:39,0,0,"IDK, i was kinda torn on this story at first. The babies are living on the sidewalks. Maybe being stolen would give them a better life. But then that one lady said some of the babies are used for sacrifices, HORRIBLE!!"
@chevon1920,29/08/2021 18:33,6,0,"that mary lady's creepy smile while she was talking about selling the baby's gave me chills, EGHH!!"
@swissbrockenhaus6965,29/08/2021 01:38,1,1,Nice work..God bless you all..
@cecilebraillie4471,28/08/2021 16:10,0,0,they sell them for a profit? to whom? who were the buyers?
@antoraapril7511,28/08/2021 13:42,0,0,😭💔
@abdulazeezibrahim1002,28/08/2021 08:21,0,0,Why wasn't Anita just trailed by the police after the 2:00 PM meeting ?   Why weren't the other criminals arrested ? Whats going on ?
@MsNSmith,28/08/2021 07:19,1,2,Soooooooo what's the purpose if you the reporter doing this if you don't work with the police to put them in jail this film most like only made there more aware of the reporting and recordings of there wrong doings now they will either be more violent or not trust  anybody they don't know smh the other two probably disappear like the Anita all you did was alert them seems like to me because no one got arrested 🙄 where's the justice in this film I pray that a real reporter who will work the justice system to locked these criminals up
@honeybunny5325,27/08/2021 19:32,1,0,"This is such a sad shocking documentary I hope that those criminals are all sent to jail for life, as those parents will suffer for the rest of their lives without their children.I doubt that they will be found.I feel so upset and angry watching this but im glad i have seen it as i really didnt have a clue that this was happening."
@VWApachey,27/08/2021 14:55,0,0,"Perhaps if there was a charity set up that asked for donations to buy DNA tests with companies like Ancestry and create public awareness for people to do the tests to create a database of potential matches , it will eventually connect people with their true biological parents and children etc, surely the Government can do better about this illegal trade. Why wasn't Fred, Anita and the Mama arrested, did BBC news really think that the culprits would respond to the allegations ??.....the evidence should be aired on TV and presented to the Police ."
@donnamanus8362,27/08/2021 05:32,0,0,Jesus Jesus Jesus
@AndreaAlorah,26/08/2021 23:09,10,0,I am holding my 6 month old baby boy even closer after watching this. I am so obsessed with him I would never get over it or stop looking for him if something happened to him.
@jesusgirlkatrina,26/08/2021 13:53,4,1,"I would have taken that innocent baby from Anita on camera, what could she do nothing. No way she would have left with that child. You can look at Anita and know she's not stable person and definitely not going to show back up!!! Lord have mercy, I pray this baby with a family that truly caring for her in Jesus name 🙏"
@TheTruth-lt9cm,25/08/2021 17:50,0,0,"For the love of money...Lost in lust!!!
Only if they knew!"
@veganvixenhelen,25/08/2021 13:40,0,0,"Where are the men?  These women are all on their own on the streets, trying to survive with their children!"
@shannell9311,24/08/2021 02:17,0,0,"This just pissed me off, baby got snatched in front of them yet wasn’t even saved smfh"
@toniwaller6041,23/08/2021 20:52,0,0,"Stop having so many babies you can not afford, you selfish women"
@jorammwai1201,23/08/2021 20:36,0,0,"In the making of this film, you forced some people to commit crimes."
@lexietrevor,23/08/2021 15:57,0,0,what happens to the authorities....? mmmh..
@mt8582,23/08/2021 04:45,0,0,"And so slave market of the past continues..........it's horrible how the sellers hasn't changed much, only thing that changed are the buyers"
@LouLikestowatch,23/08/2021 02:26,0,0,What makes them think babies will be safe in a home??  No child is safe in Kenya no matter where they are
@miaminight5637,22/08/2021 18:44,1,0,"Why show this if no charges were ever  presented. Why not make a big stink about this to the public, esp to all the mothers not to trust any one when it comes to their children.💜🙏🕊"
@ashleyhartford6048,22/08/2021 14:10,0,0,Only in Kenya 🇰🇪 Corruption corruption you can literally be the police $20 they’ll leave you alone very sad😢
@byebye3512,22/08/2021 12:39,0,0,Nooooo!
@garycooper6947,21/08/2021 19:11,0,0,Thank you 😊 jesus from new Zealand island s🏝️❤️
@zackmah3858,21/08/2021 17:28,0,0,"Curruptions and lawless is ineeded....
Change your leader, and make changes..."
@nancyntinyari8486,21/08/2021 13:36,5,0,My heart is bleeding.I just cannt imagine how inhumane humans have become.God have Mercy on us.The devil is at work
@kwinikwini2289,20/08/2021 22:31,0,0,Oh my God
@kwinikwini2289,20/08/2021 22:11,0,0,Iam hurt
@rumanahmohamed1502,20/08/2021 07:23,0,0,"No wander with all that money Anita still looks like a mad woman, usichezee mungu kweli, iyo doo yote she gets she still is unkempt am sure pesa inaishia ulevini"
@cococoif404,20/08/2021 04:27,0,0,"Uh…why did this team NOT inform the police and have these ppl arrested??? What’s the point of going to the trafficker and tipping your hand if they are not prepared to apprehend them? I sat here, watched this entire special only to get this ending. Those babies don’t have much hope at all if that is how they are gonna go about things."
@Sheisneika0976,20/08/2021 01:48,0,0,Like the others have said in the comments- so there were no arrest???
@Sheisneika0976,20/08/2021 00:57,0,0,All this money to sell a baby however they still live bad over there….
@veronica91ish,20/08/2021 00:21,1,0,Cant beleive nothing was done. Big disappointment. So what was the point of all that?? Their only going to be more careful at trafficking now they know eyes are on them 😔😩
@leob1835,19/08/2021 17:03,0,0,"If there’s a demand for it, ppl will do it."
@leob1835,19/08/2021 16:44,0,0,What do the buyers do? Do they pretend to be pregnant for 9 months and then rock up with a baby?
@leob1835,19/08/2021 16:41,0,0,"It’s is thriving because there’s this importance to having children in Africa, you are not a woman if you don’t have kids!!"
